6.173816;-25.479591;-1.068962;26.238679;shock no free fall check for stasis
6.326816;-5.271592;4.331038;9.304632;stasis
9.678816;-4.562592;5.308038;11.944538;stasis
7.935816;-2.264592;5.940038;10.168067;stasis
6.345816;-0.904592;5.883038;8.700449;stasis
6.709816;2.619408;5.729038;9.203522;stasis
10.808816;6.909408;10.576038;16.625974;stasis
6.230816;0.359408;7.013038;9.388021;stasis
3.357816;-0.367592;6.802038;7.594588;stasis
6.288816;4.419408;8.583038;11.521672;stasis
5.732816;-0.406592;7.051038;9.096573;stasis
6.020816;0.378408;8.469038;10.397982;stasis
3.434816;-2.972592;8.871037;9.966422;stasis
3.625816;-8.221592;7.473038;11.687062;stasis
0.101816;-7.110592;6.955038;9.947032;stasis
-2.004184;-7.723592;4.848038;9.336707;stasis
-1.621184;-5.501592;2.990038;6.468081;stasis
0.925816;-8.795591;7.798038;11.791054;stasis
1.365816;-8.297592;6.438038;10.590742;stasis
2.782816;-4.466592;6.055038;8.022343;stasis
5.866816;-3.643592;4.063038;8.012713;stasis
5.464816;-3.279592;3.661038;7.350043;stasis
8.127816;-1.172592;2.952038;8.726448;stasis
11.842816;-0.559592;1.841038;11.998119;stasis
10.023816;-2.647592;1.573038;10.486233;stasis
12.436816;2.025408;2.512038;12.848619;stasis
A stasis: {avg:10,047,mediana:9,947,sqm:2,122};
min_mediana: 9,123300; max_mediana: 10,104300; mediana: 9,947032; sqm: 2,122149 (>= 1,000000); filtered: 6 (>= 15); spikes: 1 (<= 2); false


1.097816;0.952408;0.558038;1.556820;free fall
4.028816;-0.252592;8.354038;9.278207;possible fall detected
8.759816;-10.845592;5.212038;14.883769;shock T_DURATION: 400
8.356816;-2.493592;2.473038;9.064783;stasis
12.724816;-12.760592;5.883038;18.956893;stasis
8.069817;-3.834592;6.649038;11.137133;stasis
4.219816;-7.378592;2.531038;8.868856;stasis
4.008816;-14.771592;-1.528962;15.382076;stasis
4.391816;-8.527592;-0.915962;9.635707;stasis
1.921816;-8.412592;-2.218962;8.910043;stasis
1.882816;-9.753592;-2.562962;10.258963;stasis
0.656816;-8.987592;-3.443962;9.647232;stasis
0.599816;-8.699592;-3.827962;9.523443;stasis
0.886816;-9.197592;-3.424962;9.854568;stasis
0.407816;-9.600592;-5.225962;10.938389;stasis
A stasis: {avg:11,015,mediana:9,751,sqm:3,059};
min_mediana: 9,123300; max_mediana: 10,300500; mediana: 9,750900; sqm: 3,058848 (>= 1,000000); filtered: 5 (>= 6); false

26.266817;-6.631592;-2.505962;27.206682;shock no free fall check for stasis
0.484816;-8.929592;1.956038;9.154166;stasis
6.843816;-12.626592;1.535038;14.443856;stasis
